用户ID,评论内容,购买时间,点赞数,回复数,评分,评价时间,产品型号

19249697880,漏光很严重，不知道要不要留下，先给个好评,2023-06-18 19:19:16,0,2,1,2023-06-19 20:48:29,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19246489215,开始还以为送电脑包和鼠标，收到就一个电脑?充电器，具体电脑性能等用了在评论,2023-06-18 08:20:25,0,1,1,2023-06-19 10:43:22,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19246259745,什么都没有，本来以为有电脑包什么的，还618有活动。,2023-06-17 18:20:53,0,1,1,2023-06-19 10:03:27,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19244795574,自己看吧家人们，今天刚到的货，上午首次开机很慢当时就觉得不太行，然后网络连接很慢，东西刷新很慢，想着忍忍吧，然后关机。晚上回来，登录也进不去，网络连接了因特网断开，我们家网络很好两个网络，还有5g的，然后当时就登录也登不上了，客服让我重装系统，我试了，现在是登不上去了，更慢了，然后客服说这是正常的因为微软在国外不稳定，让我选别的时间登录，怎么回事吧我买个电脑还得看着时间登录，我服了真的,2023-06-17 11:55:18,0,2,1,2023-06-18 22:20:30,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19239679817,新机器，开不了机，客服就千篇一律重复，解决不了问题。,2023-06-16 15:14:34,0,3,1,2023-06-18 01:40:38,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19237780133,电脑有问题，无法运行,2023-06-16 09:25:27,0,1,1,2023-06-17 17:58:35,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19235497243,这么大的制造商，供应商。买了连鼠标有没有一个，很失望。,2023-06-16 09:55:16,0,1,1,2023-06-17 09:35:21,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19222340323,系统有问题，已经申请换货，郁闷，第一次在京东自营店买电脑,2023-06-11 10:30:10,0,2,1,2023-06-13 21:26:32,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19176621165,产品有瑕疵,2023-05-23 09:38:06,0,1,1,2023-06-02 22:38:43,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19174198034,此用户未及时填写评价内容,2023-02-23 22:44:26,0,1,1,2023-06-02 13:57:28,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19171314360,5.6下的单，5.9号到的货，5.31号直接降500，真有你的,2023-05-06 14:26:21,0,3,1,2023-06-01 19:58:16,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19169461604,一个月不到就降价800，定价太离谱。京东最差的一次购物。,2023-04-20 18:19:41,0,2,1,2023-06-01 12:27:20,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19161200796,垃圾玩意，差不多一个月掉价将近1000块,2023-04-12 19:06:19,0,1,1,2023-05-30 02:45:23,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19158057289,才买半个月多点就降了500，以后不来这买了,2023-05-01 07:52:19,4,1,1,2023-05-29 09:10:38,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19153836728,"千万别买！！！原因如下：
（1）没有溢价比，刚买没几天，降价500元，客服也不通知；
（2）性能差的一批，散热也不行；
（3）HP商家和京东踢皮球；
（4）对比不如国产其他品牌.",2023-05-10 09:27:01,3,2,1,2023-05-27 23:31:09,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19144641093,电脑用起来还不错。不过还是差评，520买的，买之前还问客服有没有什么活动，有无赠品，结果刚买就降价，还有赠品，就提前几天，啥也没有，问了也不给，不带这么忽悠消费者的,2023-05-20 16:35:17,2,1,1,2023-05-25 10:23:14,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19142726516,保价一过就跌500？你～妈妈知道吗？你当哥哥钱是大风刮来的？,2023-05-12 10:56:17,3,4,1,2023-05-24 17:53:14,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19131378953,此用户未及时填写评价内容,2023-02-08 17:59:33,1,2,1,2023-05-21 09:38:02,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19126352141,"到手感觉不大行
质感不好
移动工作站应该更硬实一些",2023-05-17 08:29:15,1,1,1,2023-05-19 14:43:30,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19059472465,非常差。摄像头用了两天就坏了。非常影响使用。这才过了五天，一共就开机用了几次。特别耽误时间精力来回交涉。,2023-04-21 08:57:20,0,2,1,2023-04-26 23:07:44,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19038629541,使用体验极差，问题很多,2023-04-17 14:40:26,0,1,1,2023-04-20 13:12:50,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19029597991,黑屏、售后服务不完善、有点怀疑质量问题,2023-04-12 11:40:51,1,1,1,2023-04-17 12:28:46,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19017877169,此用户未及时填写评价内容,2023-01-10 21:16:10,4,3,1,2023-04-13 10:46:12,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
19016143393,比官网贵几百,2023-03-22 00:58:16,1,1,1,2023-04-12 17:33:30,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18984782642,失望，看个视频，风扇声音时大时小。视频刷新度流畅度不够，和我十年前买的四五千的电脑没啥差别,2023-03-27 01:36:16,1,1,1,2023-04-04 02:31:37,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18971541955,用表格都卡顿，大家避雷吧，选其它的电脑吧，而且用的时候还能感觉到电流的声音,2023-03-05 23:48:47,1,1,1,2023-04-01 10:43:06,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18969522103,破机器 13000的机器买回来 ai一用就卡  这个真的是战机,2023-03-06 13:55:06,4,1,1,2023-03-31 16:57:28,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18951025957,"马上用了一个月了，过来评价一下。
运行速度：软件运行的多的话偶尔会有一点慢算不上卡

屏幕效果：不懂，不刺眼，看的时间长了依旧会累
散热性能：一般，算不上多好如果不是高强度使用噪音很小，打游戏的话满功率运行噪音很大，而且开机状态风扇不运行的情况下贴耳会有电流声
外形外观：不错
缺点！！！A面鼓包，手按的话会有三毫米左右的活动空间
                 键盘这面enter键和ASD键周围整体鼓包连带外壳部分都在鼓包感觉按键都要掉了给客服拍照那么明显都看不出来问售后说按键可以正常使用就这样用，要不到线下拆机检测，买了半个多月出现这种问题售后说超过一个月不可以退换，矛盾不矛盾
越说越来气，本来给两颗心现在一颗都不想给",2023-02-28 10:24:49,0,5,1,2023-03-27 22:53:34,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18950821325,繁琐 看着屏幕头晕,2023-02-08 16:49:35,0,1,1,2023-03-27 21:43:35,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18945064407,此用户未及时填写评价内容,2022-09-29 16:01:07,3,2,1,2023-03-26 20:26:22,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18944309153,客服态度很差,2023-03-03 20:24:18,0,1,1,2023-03-26 17:22:53,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18944291499,买回来用着用着就要重启电脑更新系统 现在无法启动了 蓝屏 客服解决不了 找技术员要我去找第三方,2023-03-24 10:24:39,2,5,1,2023-03-26 17:22:47,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18938441304,此用户未填写评价内容,2023-02-09 18:45:42,0,1,1,2023-03-24 19:25:06,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18933689378,电脑没有收到，怎么显示签收呢？,2023-03-22 20:44:54,0,1,1,2023-03-23 17:31:55,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18921944522,真抠门   啥都没有  就给个电脑  花12999买个电脑连鼠标都没有   真没有见过这种厂商   太拉胯了,2023-03-18 21:27:12,0,1,1,2023-03-20 18:50:19,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18908121873,A盖很软，鼓包，轻微按一下，就下陷，背面盖板边缘割手不平整，客服差劲，就一句话：可以申请售后。,2023-03-16 19:59:29,2,1,1,2023-03-17 12:56:19,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18902425837,此用户未填写评价内容,2023-03-10 21:51:38,0,1,1,2023-03-15 18:45:59,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18894914751,京东的售后和服务非常好，hp的产品做工怎么也这样差了呢，连续换了两台都是同样的质量问题，上边框右侧麦克风位置异响，hp工程师上门确认是B框问题。这批电脑是有批量性这样的问题吗，电话hp客服反应一个星期都没查出原因，只能继续换货了，再这样估计要退货了,2023-03-03 15:43:33,3,2,1,2023-03-13 17:52:47,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18888388237,技术服务比较差，人工半个小时联系不上,2023-02-15 20:39:33,1,1,1,2023-03-12 12:02:50,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18878734382,第一次差评，8日下单，9日收货，激活后发现保修已经从去年10月开始计算了，京东生平第一次差评！***？,2023-03-08 16:16:08,1,1,1,2023-03-10 00:22:09,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18856838187,"首先这个笔记本是工作使用，到手后就发现了屏幕上有红点，问在线工程师确实是屏幕瑕疵，
我问，你们惠普出厂不对产品进行检测吗？发现了瑕疵还继续发货给客户。
联系客服，客服只管卖不管售后，最可气一句话是，笔记本不是工艺品，就是有瑕疵在所难免，客户买单，我问，你们惠普有遵循质量三不原则吗？既然有质量问题，为什么工厂没有进行拦截，我要求看检测记录，也无法给我提供。
联系维修工程师，需要拆机维修，新机器，你要给我拆机维修，这还是新机器吗？
不是因为工作没有办法退回，我真的会要求退货，惠普是不是吃透了我们工作党，拿到机器因工作需要无法方便退换货，所以这个样子。
还是那句话，为什么把明显的瑕疵问题的笔记本发给客户，把不良品流出，出厂怎么检测的，最简单的外观问题，你们检测不到，和我说有检查，为什么我问你们要检查记录，却无法提供，到底是人员目视化检查漏失还是根本无人检查。
最后，对惠普很失望，一本六千的电脑，做工却如此的马虎，对待质量问题确那么的不严谨，真的是不该相信你们的广告宣传，。",2023-02-25 20:40:16,3,1,1,2023-03-05 13:02:26,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18852698840,此用户未填写评价内容,2023-02-28 09:10:37,0,1,1,2023-03-04 18:40:12,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18849812794,电池太垃圾，用了几天电池容量就衰减了5%，照这个速度怕是用不了几个月电池就衰减到0%了,2023-02-15 10:52:36,1,1,1,2023-03-04 08:22:51,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18849535207,按流程激活之后就开不了机，说是电信网络不能用，多重启几次就蓝屏，风扇疯狂响，请求退货还说不行，说是微软的问题，不是他们的问题，我也是见鬼了，买了电脑第二次开机就开不了还不是他们的问题,2023-02-28 12:18:28,0,2,1,2023-03-04 00:37:07,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18846284101,垃圾电脑，电脑是残次品卖给用户，京东要退100元息事，我给你200元退货可以吧，简直开玩笑，卖残次品给客户还这么理直气壮。你们京东100元这么值钱吗，100元就能抹平这台伤残电脑。,2023-02-25 23:09:28,3,2,1,2023-03-03 01:02:37,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18845463134,垃圾，运行个CAD都卡的不行，活动价5000买的，指纹解锁时好时坏,2023-02-11 16:25:32,3,4,1,2023-03-02 19:11:43,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18844808107,很不愉快的购物，质量没有问题。宝贝收到，物流很快，描述相符，比较满意，好评，推荐,2023-02-22 20:24:16,0,1,1,2023-03-02 15:53:18,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18843618387,2月27日晚上买的电脑，2月28日晚上到的，3月1日出活动送背包，我觉得被京东自营严重耍猴，欺骗消费者，正在走投诉程序，特别是京东自营客服璐璐，解决不了问题,2023-02-27 00:00:12,0,2,1,2023-03-02 09:41:13,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18839777179,怎么开机那么慢，声音还大，辐射也大，用了一会手痒面部也痒，想退货又过了时间郁闷,2023-01-23 15:24:52,0,1,1,2023-03-01 00:46:35,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18837755244,新电脑到手本来很兴奋的，开机后电池健康度居然只有85％，内部包装还有不少灰尘，机身还有滋滋的电流声，很差劲，分明是老机器，退换翻新还是别人用过换了的机器，我还以为一线品牌会很好，也就那样吧。,2023-02-24 13:04:38,1,3,1,2023-02-28 13:41:38,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18829929284,此用户未及时填写评价内容,2022-12-12 15:58:50,0,2,1,2023-02-26 16:51:34,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18816820908,"【质量方面：】买的第一台直接是花屏，难道惠普都没质检？
【服务方面：】开机后因系统问题咨询技术客服，在中午，一通电话技术支持后，我说稍后回电话，结果告知我中午要午休，需要换人，我再把问题描述一番；
【价格方面：】刚买过第二天就提交了保价申请，七天内由9499元降低到8999元，所以第八天我查看账号并没有收到钱，然后再次申请保价，被告知过了七天保价期；
整体体验非常差，非常差，以后是不会再买惠普了，个人体验不建议身边亲朋好友和其他网友购买惠普笔记本",2023-02-13 00:56:03,0,1,1,2023-02-22 15:09:41,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18816101949,"第一，电脑严重发热，用不到一小时温度 65 度以上。
第二，电脑续航极差，两三个小时。
第三，电脑运行及卡，运行三维家和 CAD 都很卡，还是什么设计本&hellip;&hellip;。我都不晓得我买了个什么玩意儿",2023-02-13 08:15:36,0,1,1,2023-02-22 11:29:50,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18811152051,真心不咋滴 感觉上当受骗一样 写的挺好续航12小时以上 但是拿到手里和其它的三千的本差不多的续航时间 打客服电话只是会说一句 对不起影响您的体验了 你要说既然你达不到那个续航时间为啥那么写呢，人家会说那只是理论续航时间 完后说别的啥也没用 反正电脑激活了没有质量问题不可以退换 认倒霉呗 个人不可能干的过人家机构的 所以只能认倒霉,2023-02-16 19:38:16,0,1,1,2023-02-21 08:44:44,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18810255165,品控差的一批，耳机孔缝隙那么大就不说了，刚买就出新的活动，还不让参加，以后再也不会购买京东自营东西了。比某多百亿补贴贵五百块，还把你当**！！！,2023-02-15 12:51:56,2,1,1,2023-02-20 20:38:59,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18801028667,此用户未及时填写评价内容,2022-12-12 23:59:59,1,2,1,2023-02-18 20:21:59,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18793406977,"真的没想到会这么差劲，收到后第一次开机我跳过联网步骤，没有激活，第2次开机发现联接不上网络，然后关机也关不了，我联系客服，客服答非所问，就是不正面回答，就这样放了一晚上，第2天发现开机也开不了了，就是开不了机也关不了机，屏幕黑屏，按开关键电脑风扇会转，然后我又联系了工程师，工程师给我说步骤，**作，最后又把系统重置了一遍，然后可以开机了，这次我把系统激活了，然后过了两天，我开机联网发现键盘没有反应，我又重新启动，键盘才有了反应，但是新机电脑总是卡顿，我买的是惠普战99  16+512G，i5-12500H, RTX3050Ti,买之前抱了很大的希望，没想到会这么失望，从收到货到目前为止，连半个月的时间都不到???",2023-02-02 16:54:50,0,2,1,2023-02-16 22:27:01,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18790620962,说是有赠品有道词典笔，结果我零点零分不到一秒的时间下单，竟然都没有赠品，反馈给客服迟迟解决不了问题。说是有三期白条免息竟然借口我另外增加了两年意外换新的服务就得不能享受白条免息了。这都什么操作？！！！你给一台赠品然后让所有惠普机型去先到先得，我干脆去刮彩票都比你概率大，你这不是挂着赠品的幌子忽悠人是啥？！！！！,2023-02-15 00:07:35,0,1,1,2023-02-16 11:10:00,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18788857769,电脑后盖螺丝明显有拆卸痕迹，散热器低转速哨声,2023-02-14 01:24:10,5,2,1,2023-02-15 18:46:37,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18781103575,别买 我这激活都激活不了 连无线网 热点都断开 好不容易连上了 鼠标失灵点不了选项,2023-02-12 16:26:22,1,1,1,2023-02-13 14:09:05,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18775226860,电脑散热声音特别特别大，跟鼓风机一样，特别特别吵！,2023-02-03 19:03:48,1,1,1,2023-02-11 20:11:40,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18771941359,2月6号下午买花了6999 现在直接降价1000 无语了 这电脑价格虚高的离谱,2023-02-06 15:25:04,2,5,1,2023-02-11 00:07:54,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18766327940,此用户未填写评价内容,2023-02-06 20:14:28,0,1,1,2023-02-09 14:42:53,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18764364414,"也不能说这个电脑不好用吧，只能说不能用。到手外观没有问题，一看系统是11，考虑10可能更稳定，就没多想，装了10，才发现没有音频设备，折腾了数次，能想到的办法都用了，无果。考虑可能硬件新了要匹配新系统，又还原成11，结果依旧。
只有差评完了看去申请退换货或者送售后维修了。ps：我还很自信的把包装扔了，唉，真的是个垃圾电脑，浪费我几天时间。
再买惠普我是狗，真的坑。",2023-01-29 15:17:14,1,2,1,2023-02-08 21:15:21,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18751568750,垃圾,2023-01-18 10:37:20,1,1,1,2023-02-04 23:43:40,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18744099287,"续航血崩，网页视频也就3小时，宣传12小时？？？
有呲呲的电流声，客服说不影响使用，强迫症慎入！
达不到就不要宣传，还强词夺理，只能差评了
还有一个问题是，经常断网，DNS总失效，恢复出厂设置也有这个问题，除非清理DNS缓存能短暂使用网，唉，真**的",2023-01-27 00:36:47,0,1,1,2023-02-02 20:48:01,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18738838478,外观一般，另外工作站预装个家庭版的系统是什么鬼，剩下的等用用再请假,2023-01-31 20:44:44,0,2,1,2023-02-01 11:24:20,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18736331205,因公司需要前前后后在采购了4台战99笔记本。其中有3台在京东上面买。3台就有两台有问题！！我真的服了。其中一台13999打开就有划痕。京东给我换新了。这次更离谱，同事直接反应买回来没用多久就无法开机，电池充满只要合上笔记本待机，电量瞬间掉完无法开机。又因为正好过年放假，没有处理这事儿，一万块的笔记本买来只开机3次，现在直接无法开机！就这质量？？申请了售后，说的今天拿去换新，如果是换来维修问题机，以后再也不在京东采购了！,2023-01-11 10:43:37,3,3,1,2023-01-31 14:35:20,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
18733669618,此用户未填写评价内容,2022-12-05 00:06:18,1,1,1,2023-01-30 16:30:40,惠普(HP)战99 全新12代15.6英寸高性能笔记本设计师创作本工作站（i7-12700H 32G 512G T600 4G独显 高色域）
